Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.574.831-1,EDWIN,GREGORIO,2025-07-24,,
ORTEGA,PIÑERO,E.I.R.L.,,,
37467,76.603.507-8,PIMIENTA,NEGRA,SPA,2025-07-24
37468,77.553.771-K,SYNTAXIS,SPA,2025-07-24,
37469,77.575.455-9,2025-07-24,,,
OTEC,COLEGIO,DE,,,
37470,77.554.301-9,NUTRICIONISTAS,DE,2025-07-24,
37471,76.605.073-5,TECNOLÓGICAS,2025-07-24,,
37472,77.554.814-2,SOCIEDAD,C--Y,LIMITADA,2025-07-24
GARRIDO,&,ORMAZÁBAL,,,
37473,76.605.454-4,2025-07-24,,,
37474,76.605.893-0,2025-07-24,,,
37475,77.555.109-7,2025-07-24,,,
37476,76.606.193-1,INGENIERIA,Y,2025-07-24,
