Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
77.216.819-5,INVERSIONES,MRI,BIO-,2025-07-24,
104540,77.217.078-5,2025-07-24,,,
DANIELA,ORTIZ,E.I.R.L.,,,
104541,77.218.181-7,SSP,SEGURIDAD,SPA,2025-07-24
104542,77.218.724-6,CARRASCO,HENRIQUEZ,2025-07-24,
104543,77.218.737-8,INMOBILIARIA,2025-07-24,,
104544,77.219.318-1,OPTICA,EKCO,SPA,2025-07-24
104545,77.220.464-7,BYMA,IMPRESIONES,SPA,2025-07-24
104546,77.222.026-K,2025-07-24,,,
MANTENCIONES,JS,SPA,,,
MACARENA,ANGLA,CONA,,,
104547,77.222.194-0,EMPRESA,INDIVIDUAL,DE,2025-07-24
COMERCIAL,MAS,Y,MAS,,
104548,77.223.223-3,2025-07-24,,,
