Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.894.269-0,INNOVAMOLL,SPA,2025-07-24,,,,
82343,78.015.715-1,2025-07-24,,,,,
INTEGRACION,PROY,DE,,,,,
82344,76.878.160-5,2025-07-24,,,,,
ASES,ADM,PROY,S.A,,,,
82345,99.565.770-8,ENERGETICA,S,A,2025-07-24,,
82346,77.851.346-3,BE,THE,CHANGE,SPA,2025-07-24,
82347,77.939.473-5,LOS,4,ASES,DLC,SPA,2025-07-24
82348,77.360.588-2,2025-07-24,,,,,
82349,77.851.400-1,GONZALEZ,GARCIA,2025-07-24,,,
82350,77.892.408-0,COVALENTE,SPA,2025-07-24,,,
82351,77.935.252-8,2025-07-24,,,,,
CATERING...,LO,MEJOR,,,,,
82352,77.360.978-0,2025-07-24,,,,,
DE,CARITO,SPA,,,,,
