Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
74191,CONSTRUCTORA,DE,CHILE,,,,
74192,78.048.606-6,ADAPTIA,GLOBAL,SPA,2025-07-24,,
74193,77.587.429-5,2025-07-24,,,,,
74194,76.865.762-9,2025-07-24,,,,,
NOGUEIRA,RODRIGUEZ,SPA,,,,,
JL,INGENIERÍA,Y,,,,,
74195,77.521.999-8,2025-07-24,,,,,
74196,78.048.707-0,ALIMENTOS,MKP,LIMITADA,2025-07-24,,
74197,77.737.772-8,2025-07-24,,,,,
ESTEBAN,GONZALEZ,E.I.R.L.,,,,,
74198,77.476.289-2,LOGISTICA,S,Y,V,SPA,2025-07-24
74199,77.565.479-1,2025-07-24,,,,,
INDUSTRIAL,RBO,SPA,,,,,
74200,77.738.077-K,A&F,SPA,2025-07-24,,,
74201,77.476.405-4,CONSTRUCTORA,BMR,SPA,2025-07-24,,
