Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
102266,ROBINSON,MARINE,,,,,
102267,96.659.800-K,CINEMARK,CHILE,S,A,2025-07-24,
102268,96.659.920-0,BIOMERIEUX,CHILE,SPA,2025-07-24,,
102269,96.661.350-5,2025-07-24,,,,,
102270,96.663.470-7,BUREAU,VERITAS,CHILE,S,A,2025-07-24
SOC,EDUCACIONAL,ELENA,,,,,
102271,96.691.490-4,2025-07-24,,,,,
GIROUX,S,A,,,,,
102272,96.702.420-1,2025-07-24,,,,,
MAQUIPAN,CHILE,LIMITADA,,,,,
GUERNICA,CONSULTORES,S,,,,,
102273,96.705.740-1,2025-07-24,,,,,
SERVICIOS,Y,SOLUCIONES,,,,,
102274,96.710.390-K,2025-07-24,,,,,
102275,96.722.460-K,METROGAS,S,A,2025-07-24,,
102276,96.753.590-7,SULO,CHILE,S.A,2025-07-24,,
102277,96.776.970-3,DIPSA,SOCIEDAD,ANONIMA,2025-07-24,,
