Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
74819,LOGISTICA,Y,DISTRIBUCION,,
74820,76.897.208-7,JSTEC,SPA,2025-07-24,
74821,76.509.444-5,IMPLEMENTA,GROUP,SPA,2025-07-24
74822,77.541.149-K,MK,PANELES,SPA,2025-07-24
CENTRO,DE,ECOCOSTURA,,,
74823,77.616.481-K,2025-07-24,,,
74824,77.585.333-6,CONSTRUCCIONES,MOREL,2025-07-24,
74825,77.029.735-4,TOP,RENT,SPA,2025-07-24
74826,76.509.490-9,Hotel,RP,2025-07-24,
74827,77.508.853-2,COLSALUD,SPA,2025-07-24,
74828,77.585.867-2,2025-07-24,,,
74829,77.759.141-K,MAPKA,SPA,2025-07-24,
