Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.653.427-9,WIFINET,RUPERTO,TRONCOSO,2025-07-24,,,
77406,77.734.032-8,B,Y,E,TRANSPORTES,SPA,2025-07-24
REPUESTOS,Y,MECANICA,EN,,,,
77407,77.612.983-6,2025-07-24,,,,,
GENERAL,BYM,SPA,,,,,
77408,78.207.522-5,2025-07-24,,,,,
77409,77.650.986-8,TURISMO,INGETOUR,LIMITADA,2025-07-24,,
77410,77.734.083-2,BEST,HEALTH,CHILE,SPA,2025-07-24,
SE,EMPRENDE,SOLUTIONS,,,,,
77411,77.829.120-7,TECHNOLOGY,TARAPACA,2025-07-24,,,
SOCIEDAD,DE,SERVICIOS,,,,,
77412,78.208.965-K,2025-07-24,,,,,
MEDICOS,SALUS,RED,SPA,,,,
77413,77.729.482-2,2025-07-24,,,,,
APICOLA,LUIS,FELIPE,,,,,
77414,77.107.837-0,ALBORNOZ,QUINTEROS,E.I.R.,2025-07-24,,
PORTONES,ALCIP,METAL,,,,,
77415,78.211.510-3,2025-07-24,,,,,
