Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
86155,CONSTRUCTORA,IBAÑEZ,,,
86156,78.065.156-3,POSSUM,SPA,2025-07-24,
86157,78.118.901-4,B&H,SERVICIOS,SPA,2025-07-24
FAMILY,MEDICAL,CARE,,,
86158,77.018.974-8,2025-07-24,,,
86159,78.065.807-K,2025-07-24,,,
86160,78.119.238-4,EL,LEGENDARIO,SPA,2025-07-24
86161,78.113.023-0,REGENPLAS,SPA,2025-07-24,
SERVICIOS,DE,GESTION,,,
86162,78.062.015-3,2025-07-24,,,
DE,PERSONAS,SPA,,,
86163,78.120.064-6,2025-07-24,,,
JURIS,PRO,&,ASOCIADOS,,
86164,77.601.254-8,2025-07-24,,,
86165,77.019.047-9,2025-07-24,,,
