Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,,,
77.930.472-8,VRYP,SOLUTIONS,SPA,2025-07-24,,,
71349,77.438.806-0,ROCO,Y,ASOCIADOS,SPA,2025-07-24,
71350,76.921.029-6,WANHAOS,CHILE,SPA,2025-07-24,,
71351,76.732.562-2,TALLERES,SARTAÑA,SPA,2025-07-24,,
M,Y,G,"NEUROFISIOLOGÍA,",ASESORÍA,Y,SERVICIOS,
71352,77.633.584-3,2025-07-24,,,,,
ITINERANTES,INTEGRADOS,SPA,,,,,
71353,77.932.086-3,RESTAURANTE,CAMPO,VIEJO,SPA,2025-07-24,
SERVICIOS,"FORESTALES,",ALQUILER,DE,,,,
71354,76.913.113-2,2025-07-24,,,,,
TRANSPORTES,Y,OTROS,SAN,ANDRÉS,SPA,,
71355,77.369.868-6,JCF,CONSTRUCTORES,SPA,2025-07-24,,
71356,77.634.763-9,TETHEREDUCATION,CHILE,SPA,2025-07-24,,
71357,76.358.485-2,COMERCIAL,ELECTROANCUD,LIMITADA,2025-07-24,,
71358,77.336.847-3,FERBAK,TECHNOLOGIES,SPA,2025-07-24,,
71359,77.370.460-0,ASESORIA,MUSICAL,BORIS,SAAVEDRA,E.I.R.L.,2025-07-24
