Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
93165,CONSTRUYE,TU,DOMO,,,
93166,99.279.000-8,2025-07-24,,,,
DE,VIDA,S,A,,,
SIEMPRE,BELLAS,CHILE,,,,
93167,77.463.971-3,2025-07-24,,,,
Hotel,Torremayor,S.A.,-,,,
93168,99.502.730-5,2025-07-24,,,,
Ventas,Hotel,Torremayor,,,,
93169,77.464.778-3,2025-07-24,,,,
93170,77.451.137-7,SANTA,ALFAJORERA,SPA,2025-07-24,
93171,77.464.934-4,UNA,LINDA,FIESTA,SPA,2025-07-24
93172,77.451.195-4,2025-07-24,,,,
DAZA,BADILLA,SPA,,,,
AROMAS,Y,COSMETICA,,,,
93173,77.465.447-K,2025-07-24,,,,
NATURAL,SYS,SPA,,,,
COMERCIAL,MAR,AZUL,S,,,
93174,99.504.550-8,2025-07-24,,,,
93175,77.451.251-9,COFRE,ARELLANO,SPA,2025-07-24,
