Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
50828,CONSTRUCTORA,DE,,,,
50829,77.223.034-6,2025-07-24,,,,
50830,78.010.327-2,2025-07-24,,,,
TERRA,VISTA,SPA,,,,
50831,76.510.568-4,INMOBILIARIA,TRIPLE,C,2025-07-24,
50832,76.512.346-1,SCL,CONSULTORES,SPA,2025-07-24,
50833,76.553.100-4,2025-07-24,,,,
50834,76.571.293-9,2025-07-24,,,,
50835,78.011.468-1,2025-07-24,,,,
DRAGON,IVG,SPA,,,,
50836,77.861.234-8,AUTOMOTRÍZ,Y,2025-07-24,,
50837,76.592.405-7,SULUZ,ILUMINACION,SPA,2025-07-24,
