Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
INSTITUTO,DE,ANATOMIA,,,,
76.749.199-9,PATOLOGICA,DRA,VIRGINIA,2025-07-24,,
MARTINEZ,CORTA,SPA,,,,
55151,76.722.732-9,IT,PRO,SOLUTIONS,SPA,2025-07-24
55152,76.679.991-4,ALINEA,SPA,2025-07-24,,
55153,77.321.273-2,PUKEM,JARDINERÍA,SPA,2025-07-24,
CENTRO,DE,CAPACITACIÓN,LOS,,,
55154,76.724.109-7,2025-07-24,,,,
LAGOS,BORIS,ANDRÉS,ARAY,,,
SERVITRANS,SERVICIO,DE,,,,
55155,76.377.430-9,2025-07-24,,,,
LIMPIEZA,URBANA,S.A.,,,,
55156,76.680.307-5,AGRICOLAS,MANTENCION,DE,2025-07-24,
55157,77.321.634-7,TODO,TECHO,SPA,2025-07-24,
SOCIEDAD,DE,TRANSPORTES,,,,
55158,76.724.912-8,2025-07-24,,,,
INZUNZA,Y,RODRIGUEZ,LIMITADA,,,
55159,78.143.852-9,REYNO,CHILOÉ,EVENTOS,SPA,2025-07-24
55160,76.377.858-4,COMERCIAL,BELTCHILE,SPA,2025-07-24,
