Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
SOCIEDAD,COMERCIAL,Y,,,,
77.923.425-8,DE,TRANSPORTES,2025-07-24,,,
CMJ,MAESTRANZA,Y,,,,
100156,77.924.782-1,SERVICIOS,INDUSTRIALES,2025-07-24,,
JUAN,PABLO,ÁLVAREZ,,,,
100157,77.925.472-0,2025-07-24,,,,
100158,77.926.759-8,ILXYS,LÁSER,LIMITADA,2025-07-24,
100159,77.926.832-2,2025-07-24,,,,
100160,77.927.247-8,VH,EMPRESAS,SPA,2025-07-24,
100161,77.927.460-8,Asmin,Industrial,Ltda.,2025-07-24,
100162,77.927.526-4,INFINITUS,DIGITAL,SPA,2025-07-24,
100163,77.927.564-7,2025-07-24,,,,
100164,77.927.732-1,ESTAMPADOS,E,2025-07-24,,
IMPRESION,ESTAMPE,SPA,,,,
100165,77.928.135-3,P&P,PRODUCCIONES,SPA,2025-07-24,
