Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.656.934-8,BETA,TECH,SPA,2025-07-24,,
72074,77.493.103-1,JAZZPRO,SPA,2025-07-24,,
MAESTRANZA,&,DIESEL,,,,
72075,77.379.112-0,2025-07-24,,,,
72076,77.471.419-7,2025-07-24,,,,
72077,77.657.591-7,2025-07-24,,,,
MUEBLES,ÁLVAREZ,DÍAZ,,,,
72078,77.493.213-5,2025-07-24,,,,
72079,77.379.265-8,HIDROTEC,RAPEL,SPA,2025-07-24,
72080,77.472.719-1,THE,ROLLING,EDGE,SPA,2025-07-24
72081,76.392.395-9,2025-07-24,,,,
72082,77.961.087-K,LEYVER,SPA,2025-07-24,,
72083,77.493.357-3,VGS,INTEGRAL,SPA,2025-07-24,
