Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
83159,78.052.529-0,RESPONSABILIDAD,2025-07-24,,,
SERVICIOS,MARIA,PAZ,,,,
83160,76.918.102-4,SANHUEZA,HIDALGO,E.I.R.,2025-07-24,
83161,77.413.677-0,PASAJEROS,SSERVICE,2025-07-24,,
SANCHEZ,RUIZ,E.I.R.L.,,,,
83162,77.979.058-4,MJ,MANTENCIONES,SPA,2025-07-24,
C,-,R,CONSTRUCCIONES,,,
83163,77.932.608-K,Y,SERVICIOS,SANITARIOS,2025-07-24,
83164,77.923.653-6,MITSA,SPA,2025-07-24,,
83165,78.053.008-1,INGENIERÍA,2025-07-24,,,
83166,77.979.317-6,JORGE,ARREDONDO,E.I.R.,2025-07-24,
COMERCIAL,LA,POSADA,,,,
83167,76.918.422-8,2025-07-24,,,,
83168,77.414.083-2,2025-07-24,,,,
83169,78.053.823-6,FLOTA,TECK,SPA,2025-07-24,
