Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.341.325-K,MINERA,C,Y,T,SPA,2025-07-24
102956,76.341.690-9,NETPRO,S.A.,2025-07-24,,
Inmobiliaria,y,constructora,,,,
102957,76.342.075-2,2025-07-24,,,,
102958,76.342.164-3,COMERCIAL,INVERCAN,LTDA,2025-07-24,
102959,76.342.370-0,GEOVENOR,EXPLORA,SPA,2025-07-24,
Forestal,Jorge,Arturo,Catalan,,,
102960,76.343.261-0,2025-07-24,,,,
102961,76.343.298-K,POSTLER,GÄDICKE,JARDIN,2025-07-24,
102962,76.344.054-0,MORETO,CLIMA,LIMITADA,2025-07-24,
102963,76.345.114-3,MyG,ASESORIAS,LIMITADA,2025-07-24,
sociedad,de,transportes,,,,
102964,76.346.918-2,2025-07-24,,,,
cordillera,tour,sl,limitad,,,
102965,76.348.151-4,SERVICIOS,EN,2025-07-24,,
