Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
101066,LEMON,SWEET,,,
101067,78.042.021-9,CONSTRUCCIÓN,Y,2025-07-24,
101068,78.042.119-3,2025-07-24,,,
PUBLICITARIOS,A&S,SPA,,,
101069,78.042.408-7,VIGAS,SPA,2025-07-24,
101070,78.042.987-9,SOLUCIONES,JODO,SPA,2025-07-24
101071,78.043.101-6,2025-07-24,,,
101072,78.043.367-1,INGENIERÍA,ALLPA,SPA,2025-07-24
101073,78.044.205-0,2025-07-24,,,
101074,78.044.428-2,FLEXICORP,SPA,2025-07-24,
101075,78.044.624-2,IMPREZZIONARTE,SPA,2025-07-24,
101076,78.045.020-7,GRUPO,CUMBRES,SPA,2025-07-24
