Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.715.699-3,COMERCIALIZADORA,CT,SPA,2025-07-24,,,
77115,77.637.498-9,COMERCIALIZADORA,BCR,SPA,2025-07-24,,
VENTAS,Y,SERVICIOS,TAURO,,,,
77116,78.181.022-3,2025-07-24,,,,,
SERVICIOS,Y,SUMINISTROS,,,,,
77117,77.148.435-2,2025-07-24,,,,,
77118,76.634.394-5,RENT,A,CAR,RYD,SPA,2025-07-24
77119,77.635.517-8,VIU,SAN,MARTIN,SPA,2025-07-24,
77120,77.011.435-7,2025-07-24,,,,,
DE,SEGURIDAD,VIGÍA,SPA,,,,
3IT,SERVICIOS,INFORMÁTICOS,,,,,
77121,77.671.296-5,2025-07-24,,,,,
77122,77.636.256-5,SSJ,SPA,2025-07-24,,,
TRANSPORTE,GRUA,JORGE,,,,,
ANTONIO,QUINTANILLA,AYALA,,,,,
77123,77.602.526-7,2025-07-24,,,,,
EMPRESA,INDIVIDUAL,DE,,,,,
COGA,Instrumental,Medical,,,,,
77124,76.634.817-3,2025-07-24,,,,,
