Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
GESTIÓN,EN,SALUD,SPA,2025-07-24,,,
75501,FARMACIA,ANTONIO,VARAS,SPA,2025-07-24,,
75502,SOCIEDAD,COMERCIAL,IQUIQUEFARMA,LTDA,2025-07-24,,
75503,STUDIO,IMPACTO,PRODUCCIONES,SPA,2025-07-24,,
75504,GREEN,PEST,CONTROL,REG,SPA,2025-07-24,
75505,INGENIERIA,Y,CONSTRUCCIONES,ENSUEÑA,SPA,2025-07-24,
75506,KAIA,CENTRO,SPA,2025-07-24,,,
75507,JUEGOSYPLAZAS,SPA,2025-07-24,,,,
75508,COMERCIALIZADORA,LAGUSOL,SPA,2025-07-24,,,
75509,EVENTOS,INFANTILES,Y,"RECREATIVOS,",VICENTEANGEL,SAL,2025-07-24
76.928.128-,CONSTRUCCIONES,JAVIER,IGNACIO,ALBORNOZ,RIQUELME,E.I.,
77.078.220-,ESPACIO,VITAL,DISENO,Y,COMUNICACION,VISUAL,
1,INTERACTIVA,LIMITADA,,,,,
