Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
93829,TRANSPORTES,GLOBAL,,,,
93830,77.697.074-3,COMERCIAL,GUSAN,SPA,2025-07-24,
93831,77.569.438-6,2025-07-24,,,,
93832,77.697.108-1,ALBERTO,ACUÑA,2025-07-24,,
93833,77.572.086-7,HL,SERVICIOS,SPA,2025-07-24,
93834,77.697.594-K,ALMOVAR,SPA,2025-07-24,,
AUTOMOTRIZ,EL,CHEO,,,,
93835,77.697.794-2,2025-07-24,,,,
93836,77.572.481-1,2025-07-24,,,,
VERDURAS,M,Y,A,SPA,,
93837,77.697.961-9,GAVILAN,Y,OYARZO,2025-07-24,
93838,77.572.517-6,BLUE,LOCK,AI,SPA,2025-07-24
93839,77.698.052-8,TURISMO,KIMEN,SPA,2025-07-24,
