Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.319.734-2,ASSIST,MED,CHILE,SPA,2025-07-24,,
JOSE,TOMAS,TENORIO,,,,,
69317,77.344.087-5,2025-07-24,,,,,
69318,76.831.944-8,C,Y,J,FMA,SPA,2025-07-24
69319,77.376.789-0,2025-07-24,,,,,
69320,77.322.181-2,CIER,SPA,2025-07-24,,,
69321,76.260.325-K,construcciones,B,y,S,2025-07-24,
69322,77.239.002-5,MOLTO,SPA,2025-07-24,,,
OSCAR,MENDEZ,SAN,,,,,
69323,76.832.487-5,"JUAN,","INGENIERIA,",E.I.R.,2025-07-24,,
69324,77.378.358-6,KUPOLA,SPA,2025-07-24,,,
servicios,de,salud,mental,,,,
69325,76.260.793-K,2025-07-24,,,,,
nuestra,señora,del,pilar,,,,
