Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.749.701-4,CATALAN,EMPRESA,2025-07-24,,,
ROSÉ,SOCIAL,LAB,,,,
79486,77.913.916-6,2025-07-24,,,,
COMERCIAL,Y,SOLUCIONES,,,,
79487,76.758.597-7,2025-07-24,,,,
ENERGÍA,SOLAR,LED,SPA,,,
79488,77.815.615-6,2025-07-24,,,,
79489,77.770.803-1,SOLVEIG,SPA,2025-07-24,,
79490,77.913.979-4,2025-07-24,,,,
IGNACIO,ANDRÉS,RUIZ,,,,
79491,77.815.817-5,EXTINTORES,DEL,NORTE,SPA,2025-07-24
79492,77.749.967-K,2025-07-24,,,,
79493,77.759.998-4,2025-07-24,,,,
CONSTRUCCION,DE,OBRAS,,,,
79494,77.815.926-0,2025-07-24,,,,
MENORES,BRAKEDY,SPA,,,,
