Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
46334,76.283.110-4,CARRASCO,Y,COMPANIA,2025-07-24,,
46335,76.033.123-6,COMERCIALIZADORA,2025-07-24,,,,
DANIEL,TRONCOSO,Y,,,,,
46336,76.391.446-1,2025-07-24,,,,,
46337,77.912.473-8,2025-07-24,,,,,
46338,77.085.756-2,AMANECER,EMPRESA,2025-07-24,,,
46339,76.370.454-8,E,INVERSIONES,VILLA,2025-07-24,,
46340,76.389.328-6,V,&,C,CREACIONES,LTDA.,2025-07-24
46341,76.391.638-3,2025-07-24,,,,,
46342,77.712.085-9,CONSTRUCCIÓN,TERRA,2025-07-24,,,
46343,77.912.887-3,2025-07-24,,,,,
