Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
68558,ALERCE,JARDÍN,INFANTIL,,,,
Y,SALA,CUNA,,,,,
68559,77.214.593-4,COMERCIALIZADORA,2025-07-24,,,,
68560,76.805.475-4,2025-07-24,,,,,
CACERES,BRAVO,E.I.R.L.,,,,,
68561,76.557.998-8,F,Y,F,REPUESTOS,SPA,2025-07-24
CENTRO,ECUESTRE,LOS,,,,,
68562,76.801.311-K,2025-07-24,,,,,
68563,77.291.987-5,GRUPO,SAVA,SPA,2025-07-24,,
68564,76.229.322-6,CONSTRUCTORA,2025-07-24,,,,
68565,76.558.059-5,EFECTOGRAFICA,LTDA,2025-07-24,,,
68566,77.292.336-8,KANAME,CSSO,SPA,2025-07-24,,
68567,77.222.791-4,2025-07-24,,,,,
LA,CAVA,LONQUIMAY,,,,,
68568,77.823.566-8,2025-07-24,,,,,
