Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.289.789-8,MENDOZA,GALLARDO,2025-07-24,,,
67823,77.275.913-4,DMS,TALCA,SPA,2025-07-24,
SERVICIOS,DIGITALES,Y,,,,
67824,77.800.064-4,2025-07-24,,,,
67825,77.463.636-6,2025-07-24,,,,
67826,77.800.246-9,VERA,SUAREZ,EMPRESA,2025-07-24,
67827,76.766.229-7,2025-07-24,,,,
67828,76.520.337-6,INGG,SpA,2025-07-24,,
DL,INNOVACION,Y,,,,
67829,77.802.425-K,2025-07-24,,,,
67830,77.276.202-K,NEW,LAB,SPA,2025-07-24,
67831,76.766.772-8,LEBEN,APPAREL,SPA,2025-07-24,
