Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
38336,DISTRIBUIDORA,TIO,RICO,,,
38337,76.050.744-K,OYARZO,DISENO,&,2025-07-24,
38338,76.053.276-2,2025-07-24,,,,
EMPRESA,INDIVIDUAL,DE,,,,
38339,76.052.839-0,L&R,comunicaciones,ltda.,2025-07-24,
SOCIEDAD,AGRO,MALLIN,,,,
38340,76.245.579-K,2025-07-24,,,,
JOSE,LUIS,CORTES,,,,
38341,76.775.852-9,CORTES,MANTENCIONES,2025-07-24,,
Y,CLIMAS,E.I.R.L.,,,,
38342,72.378.300-3,FUND,VICTOR,JARA,2025-07-24,
38343,76.053.314-9,CONSTRUCCION,DE,2025-07-24,,
MUEBLES,E,INMUEBLES,Y,,,
38344,76.246.165-K,Comercial,Chilevitis,Ltda,2025-07-24,
FUNDACIÓN,PARA,EL,,,,
38345,72.499.400-8,DESARROLLO,DEL,2025-07-24,,
