Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
62881,76.984.621-2,2025-07-24,,,,
62882,76.988.560-9,2025-07-24,,,,
62883,76.661.936-3,Syll,Eventos,EIRL,2025-07-24,
62884,99.547.390-9,VIBRASUR,SOCIEDAD,2025-07-24,,
62885,76.269.438-7,2025-07-24,,,,
62886,77.245.345-0,TACTICAL,SOLUTION,SPA,2025-07-24,
PIDDO,MONTIGLIO,Y,,,,
62887,99.553.110-0,2025-07-24,,,,
62888,77.004.785-4,AWKANTUKEN,SPA,2025-07-24,,
62889,77.070.734-K,UNDER,SPA,2025-07-24,,
62890,77.066.397-0,NEUMÁTICOS,DEL,2025-07-24,,
