Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
CONSTRUCTORA,BOLLILCO,SPA,2025-07-24,,,,
75667,MSC,INGENIERÍA,SPA,2025-07-24,,,
75668,LASKAIN,INVERSORES,Y,LOGISTICA,SPA,2025-07-24,
75669,BERACAH,SOLUCIONES,INTEGRALES,SPA,2025-07-24,,
75670,CONSTRUCTORA,RIVERAS,CAMPOS,SPA,2025-07-24,,
75671,BARLA,INGENIEROS,CONSULTORES,SPA,2025-07-24,,
75672,CONSTRUCCIONES,Y,OBRAS,PATAGONIA,SPA,2025-07-24,
75673,VICATI,SPA,2025-07-24,,,,
75674,ENTRETENCIONES,YESSICA,MARTINEZ,E.I.R.L.,2025-07-24,,
75675,TRANSPORTES,MIRLA,LIMITADA,2025-07-24,,,
75676,SOCIEDAD,COMERCIAL,L,S,LIMITADA,2025-07-24,
75677,SERGIO,ZUÑIGA,COÑOPAN,SERVICIOS,FORESTALES,E.I.R.L.,2025-07-24
