Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
COMERCIALIZADORA,UNION,LIMITADA,2025-07-24,,,,
75240,PIN,PALS,SPA,2025-07-24,,,
75241,HACHE,SPA,2025-07-24,,,,
75242,ERUKA,SPA,2025-07-24,,,,
EVENTOS,EDUARDO,ALEJANDRO,REYES,"JARA,",SERVICIOS,DE,
76.530.874-,"BANQUETES,",BODAS,Y,OTRAS,"CELEBRACIONES,",,
7,"RESTAURANT,",EMPRESA,INDIVIDUAL,DE,RESPONSABILIDAD,,
77.523.188-,VENTA,DE,ELEMENTOS,DE,PROTECCIÓN,PERSONAL,JC
75245,CONSTRUCCIONES,EVA,SPA,2025-07-24,,,
77.558.786-,COMERCIALIZADORA,DE,PRODUCTOS,INDUSTRIALES,Y,,
5,SEGURIDAD,LABORAL,RIKMI,LIMITADA,,,
75247,INGESERM,SPA,2025-07-24,,,,
75248,CONSTRUCTORA,E,INMOBILIARIA,MDM,SPA,2025-07-24,
75249,RESUELVE,SPA,2025-07-24,,,,
