Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
79.963.120-2,EQUIPAMIENTOS,2025-07-24,,,
78324,77.700.241-4,2025-07-24,,,
SERVICIOS,MURILLO,SPA,,,
78325,77.774.672-3,ASESORIAS,RYE,SPA,2025-07-24
78326,77.864.012-0,2025-07-24,,,
INSTITUTO,REGIONAL,DE,,,
78327,79.963.440-6,PROMOCION,AYMARA,2025-07-24,
78328,77.774.684-7,IGNA,SERVICE,SPA,2025-07-24
INVERSIONES,TORO,&,,,
78329,77.864.815-6,2025-07-24,,,
78330,77.780.909-1,2025-07-24,,,
ANDRES,LABRA,TORRES,,,
78331,77.775.011-9,2025-07-24,,,
SAN,MIGUEL,LIMITADA,,,
SOCIEDAD,RUIZ,OJEDA,,,
78332,77.866.529-8,2025-07-24,,,
TALISMANES,DEL,RITMO,,,
78333,77.781.265-3,2025-07-24,,,
Y,DEL,AMOR,SPA,,
