Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
86648,INVERNADEROS,OSORNO,,,,,
86649,77.609.796-9,PROYECTOS,Y,2025-07-24,,,
86650,78.092.997-9,INSECTALAB,SPA,2025-07-24,,,
86651,78.019.615-7,NORTDENT,SPA,2025-07-24,,,
CONSTRUCTORA,S,&,N,,,,
86652,77.194.489-2,2025-07-24,,,,,
86653,78.085.357-3,GB,SALUD,VISUAL,SPA,2025-07-24,
86654,79.769.800-8,2025-07-24,,,,,
EQUIPOS,DE,OFICINA,,,,,
86655,79.816.200-4,2025-07-24,,,,,
INSERFO,Y,CIA,LTDA,,,,
86656,78.085.582-7,ESPORAS,LAB,SPA,2025-07-24,,
86657,78.019.808-7,ESPACIO,MIEL,SPA,2025-07-24,,
86658,78.085.613-0,2025-07-24,,,,,
TRANSPORTES,TOFA,SPA,,,,,
86659,78.093.164-7,R,Y,R,MUEBLES,SPA,2025-07-24
