Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
104138,77.002.679-2,2025-07-24,,,,,
DISTRIBUCION,Y,VENTAS,,,,,
104139,77.003.163-K,DE,AGUA,PURIFICADA,2025-07-24,,
104140,77.003.729-8,2025-07-24,,,,,
VISIÓN,VITAL,SPA,,,,,
104141,77.003.869-3,BRUCAL,SPA,2025-07-24,,,
104142,77.005.178-9,LICIFAST,LTDA,2025-07-24,,,
104143,77.006.779-0,CUMBRES,DEL,MAULE,2025-07-24,,
360,PROYECTO,DE,,,,,
104144,77.007.172-0,2025-07-24,,,,,
104145,77.008.125-4,PRODUCTOS,Y,2025-07-24,,,
SERVICIOS,NÉMESIS,SPA,,,,,
104146,77.008.384-2,2025-07-24,,,,,
104147,77.008.909-3,M,Y,K,SERVICIOS,SPA,2025-07-24
