Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
93754,DISTRIBUIDORA,RABION,,,,
93755,77.560.235-K,Y,LOGÍSTICA,INTEGRAL,2025-07-24,
93756,77.675.638-5,INVERSIONES,MVM,SPA,2025-07-24,
93757,77.675.642-3,SERVICIOS,ASIN,SPA,2025-07-24,
93758,77.560.282-1,2025-07-24,,,,
PASAJEROS,Y,TURISMO,,,,
93759,77.676.332-2,ARMANDO,MARCELO,2025-07-24,,
CARRILLO,DUMULEO,E.I.,,,,
SOCIEDAD,DE,SERVICIOS,,,,
93760,77.677.605-K,MEDICOS,VASQUEZ,2025-07-24,,
TEUBER,Y,CIA,LIMITADA,,,
93761,77.677.615-7,INVENTUM,LIMITADA,2025-07-24,,
93762,77.678.088-K,2025-07-24,,,,
OTEC,ALTAS,CUMBRES,,,,
93763,77.678.235-1,2025-07-24,,,,
