Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
78.069.479-3,DISTRIBUIDORA,H&E,SPA,2025-07-24,,,
97316,77.642.815-9,D,GLASS,CENTER,SPA,2025-07-24,
97317,78.069.823-3,2025-07-24,,,,,
KEVIN,CABRERA,E.I.R.L.,,,,,
97318,78.069.889-6,A,&,S,NORTE,SPA,2025-07-24
97319,77.643.747-6,2025-07-24,,,,,
97320,78.070.852-2,TERRA,CAFE,DEL,MAULE,2025-07-24,
COMERCIALIZADORA,E,&,,,,,
97321,77.643.768-9,2025-07-24,,,,,
97322,77.645.700-0,ODONTOLOGICOS,VERA,2025-07-24,,,
97323,77.645.829-5,RE-,VALUE,SPA,2025-07-24,,
97324,77.645.989-5,CONSTRUCCIÓN,R.G.P,2025-07-24,,,
RED,VIAL,INGENIEROS,,,,,
97325,77.646.453-8,2025-07-24,,,,,
