Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.927.186-2,WIPE,IT,SPA,2025-07-24,,,
81941,77.328.888-7,H,Y,D,INGENIERIA,SPA,2025-07-24
81942,77.827.154-0,LA,REALIDAD,SPA,2025-07-24,,
81943,77.859.439-0,2025-07-24,,,,,
TRANSPORTES,CDC,SPA,,,,,
81944,77.329.847-5,CARDENAS,MELLA,SPA,2025-07-24,,
MUTUAL,DE,SEGURIDAD,,,,,
81945,96.783.880-2,2025-07-24,,,,,
ASESORIAS,S.,A.,,,,,
81946,77.873.647-0,ELECTRONICLAB,SPA,2025-07-24,,,
81947,77.860.184-2,AUDIOVISUAL,FELIPE,2025-07-24,,,
CONA,ARACENA,E.I.R.L.,,,,,
81948,77.330.489-0,2025-07-24,,,,,
81949,77.873.976-3,COMERCIAL,LEIMAR,SPA,2025-07-24,,
81950,76.863.754-7,LIQUEN,AUSTRAL,SPA,2025-07-24,,
81951,77.331.196-K,ELECTRYCONS,SPA,2025-07-24,,,
