Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.741.639-3,MEGAGAS,LIMITADA,2025-07-24,,,
56711,77.045.690-8,ASOCIADOS,Y,COMPANIA,2025-07-24,
56712,76.821.125-6,Nubia,SpA.,2025-07-24,,
56713,78.167.552-0,VIVO,SECURITY,SPA,2025-07-24,
56714,78.587.100-6,2025-07-24,,,,
RUBILAR,Y,CIA,LTDA,,,
56715,76.821.750-5,TMG,2025-07-24,,,
56716,78.020.648-9,2025-07-24,,,,
centro,de,reparación,de,,,
56717,76.236.091-8,2025-07-24,,,,
56718,77.367.849-9,2025-07-24,,,,
TURGI,EXPRESS,SPA,,,,
56719,78.020.844-9,2025-07-24,,,,
56720,77.046.121-9,PASAJEROS,EMPRESA,2025-07-24,,
INDIVIDUAL,DE,RES,,,,
