Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
64522,FARO,COMUNICACIONES,,,,
64523,77.050.591-7,EPIDATA,SPA,2025-07-24,,
64524,76.601.667-7,RSCOMPUTACION,SPA,2025-07-24,,
INGENIERIA,Y,DISEÑO,,,,
64525,77.657.573-9,SISTEMAS,2025-07-24,,,
64526,77.051.691-9,CEMVI,SPA,2025-07-24,,
64527,76.602.352-5,DESARROLLO,INTEGRAL,2025-07-24,,
64528,77.659.006-1,GRUPO,LINEA,SPA,2025-07-24,
64529,77.051.815-6,SERVI-MANT,SPA,2025-07-24,,
64530,76.060.549-2,PROTECCION,CONTRA,2025-07-24,,
64531,77.659.322-2,STEEL,GREEN,SPA,2025-07-24,
DISEÑO,URBANO,Y,,,,
64532,77.051.964-0,2025-07-24,,,,
