Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.788.991-7,OCAYO,HERRERA,",",2025-07-24,,
103724,76.789.527-5,2025-07-24,,,,
103725,76.789.580-1,2025-07-24,,,,
103726,76.790.022-8,COMERCIAL,HPL,NORTE,2025-07-24,
CLIMA,DEL,DESIERTO,,,,
103727,76.790.171-2,2025-07-24,,,,
103728,76.790.374-K,2025-07-24,,,,
SILVA,AYALA,EIRL,,,,
COMERCIAL,MAIPO,XXI,,,,
103729,76.792.249-3,2025-07-24,,,,
103730,76.793.338-K,2025-07-24,,,,
103731,76.794.232-K,VALLAS,PAPA,SPA,2025-07-24,
103732,76.794.472-1,TRANSPORTES,FUTURO,2025-07-24,,
103733,76.794.912-K,2025-07-24,,,,
MARTINEZ,GARCIA,EIRL,,,,
