Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
76.677.452-0,CODEBOX,SPA,2025-07-24,,
SOCIEDAD,COMERCIAL,PEREZ,,,
77755,77.843.305-2,2025-07-24,,,
77756,77.669.127-5,2025-07-24,,,
77757,77.669.988-8,2025-07-24,,,
77758,77.694.876-4,VALMED,SPA,2025-07-24,
77759,77.670.072-K,PRODUCTORA,RH,SPA,2025-07-24
77760,77.124.548-K,2025-07-24,,,
77761,77.750.754-0,CONSTRUCCIÓN,CARLOS,2025-07-24,
RODRIGO,OSSANDON,ROJAS,,,
JAHUER,INGENIERIA,Y,,,
77762,77.152.200-9,CONSTRUCCIONES,Y,2025-07-24,
77763,77.125.122-6,MILLAGRO,SPA,2025-07-24,
77764,78.885.550-8,2025-07-24,,,
