Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.034.776-7,RUTA,ACCESIBLE,SPA,2025-07-24,,
SOCIEDAD,AGRICOLA,Y,,,,
86089,77.017.223-3,COMERCIAL,EL,PARAISO,2025-07-24,
DIGITAL,THREAD,-,,,,
86090,78.057.271-K,SERVICIOS,2025-07-24,,,
86091,77.597.495-8,2025-07-24,,,,
86092,77.998.710-8,QDIGITAL,LTDA,2025-07-24,,
86093,78.115.969-7,TURISMO,FV,SPA,2025-07-24,
86094,78.108.703-3,INTELIGENCIA,ARTIFICIAL,2025-07-24,,
86095,78.035.021-0,2025-07-24,,,,
"NÚÑEZ,",SOTO,LIMITADA,,,,
86096,77.998.874-0,2025-07-24,,,,
servicios,odontologicos,y,,,,
86097,77.017.461-9,2025-07-24,,,,
86098,78.109.481-1,LUMARTEL,SPA,2025-07-24,,
