Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.275.482-5,GESTIONA,DRG,SPA,2025-07-24,,
67575,76.780.608-6,BELECTRIC,SPA,2025-07-24,,
67576,96.849.860-6,PUNTO,FRIO,S,A,2025-07-24
67577,77.260.517-K,2025-07-24,,,,
INGENIERIA,ELECTRICA,Y,,,,
67578,77.447.811-6,2025-07-24,,,,
67579,96.850.490-8,2025-07-24,,,,
CARRAN,S,A,,,,
67580,76.509.256-6,2025-07-24,,,,
67581,77.180.682-1,VISUAL,DIGITAL,SPA,2025-07-24,
SERVICE,PAINT,VENTAS,Y,,,
67582,77.260.836-5,2025-07-24,,,,
67583,76.188.976-1,Smooth,Talkers,Spa,2025-07-24,
67584,77.276.023-K,PRODUCTORA,2025-07-24,,,
67585,77.149.589-3,2025-07-24,,,,
