Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
50634,MARIO,SEGUNDO,URIBE,,,,
50635,76.580.036-6,NETBELIEF,LTDA.,2025-07-24,,,
COMERCIAL,CASTRO,Y,,,,,
50636,76.213.101-3,YANEZ,COMPANIA,2025-07-24,,,
50637,78.006.055-7,2025-07-24,,,,,
MUEBLES,E,INMUEBLES,,,,,
VETA,INSPIRA,SPA,,,,,
50638,76.471.412-1,TRAINING,LAND,SPA,2025-07-24,,
50639,76.566.548-5,CORREDORA,2025-07-24,,,,
50640,76.507.107-0,ESTUDIO,BOLARIA,SPA,2025-07-24,,
50641,77.853.405-3,2025-07-24,,,,,
50642,77.212.118-0,C,Y,J,PUBLICIDAD,SPA,2025-07-24
50643,76.506.222-5,2025-07-24,,,,,
50644,76.581.938-5,2025-07-24,,,,,
