Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
62836,HADAR,TRANSPORTES,,,
62837,77.070.635-1,CLINICON,SPA,2025-07-24,
62838,96.667.520-9,GEOCOM,S,A,2025-07-24
62839,77.240.268-6,GREEN,MATCH,SPA,2025-07-24
62840,77.063.031-2,TRANSERVI,JL,SPA,2025-07-24
62841,76.985.018-K,RODRIGO,GALARCE,2025-07-24,
62842,96.670.540-K,MKS,SOCIEDAD,ANONIMA,2025-07-24
62843,77.241.851-5,TRAVEL,ROCK,SPA,2025-07-24
62844,77.063.238-2,FRANJA,SPA,2025-07-24,
62845,76.985.030-9,SAURIO,SPA,2025-07-24,
62846,99.525.990-7,CONSIR,S,A,2025-07-24
