Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
LA,CASA,DE,LA,CERAMICA,SPA,2025-07-24,
75192,MIS,OLAS,CHILE,SPA,2025-07-24,,
75193,JYR,VALSAL,SPA,2025-07-24,,,
75194,JORGE,ESTEBAN,REDLICH,MARDONES,SPA,2025-07-24,
75195,COMERCIALIZADORA,PALMA,Y,RAMÍREZ,LIMITADA,2025-07-24,
75196,SANDIA,MKT,DIGITAL,SPA,2025-07-24,,
75197,TEKOREI,ESTUDIO,CREATIVO,SPA,2025-07-24,,
75198,PANAL,PRODUCCIONES,SPA,2025-07-24,,,
75199,comercializadora,Saavedra,y,Tapia,LTDA,2025-07-24,
75200,CONSTRUCTORA,FULLPAINTING,SPA,2025-07-24,,,
75201,INGENIERIA,Y,SOLUCIONES,EMILIA,CN,SPA,2025-07-24
75202,H.G.,METAL,SPA,2025-07-24,,,
