Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
97849,78.161.278-2,2025-07-24,,,,
PROMOCIÓN,DE,TALENTO,,,,
97850,77.779.323-3,2025-07-24,,,,
ELGUETA,OYANEDEL,Y,,,,
97851,77.779.420-5,2025-07-24,,,,
97852,77.779.576-7,2025-07-24,,,,
FÉNIX,MARKET,CHILE,,,,
97853,77.779.899-5,2025-07-24,,,,
97854,78.162.506-K,2025-07-24,,,,
97855,77.780.266-6,REIMOF,SPA,2025-07-24,,
97856,78.164.075-1,2025-07-24,,,,
GELCICH,Y,VEGA,,,,
97857,77.780.636-K,2025-07-24,,,,
97858,78.164.694-6,ARCOMAQ,SPA,2025-07-24,,
