Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
97076,REPISAS,Y,MUEBLES,LA,,,
97077,77.587.401-5,BIOPHARMA,SPA,2025-07-24,,,
AGUIRRE,Y,SANTELICES,,,,,
97078,78.012.272-2,2025-07-24,,,,,
"INGENIERÍA,",SERVICIOS,Y,,,,,
97079,78.012.379-6,COMERCIALIZADORA,2025-07-24,,,,
97080,78.012.441-5,AVC,PORTALES,SPA,2025-07-24,,
97081,78.013.371-6,2025-07-24,,,,,
INDUSTRIAL,YABAL,SPA,,,,,
97082,77.588.741-9,PROFESIONALES,KARIMA,2025-07-24,,,
97083,77.588.745-1,2025-07-24,,,,,
97084,78.014.081-K,2025-07-24,,,,,
97085,78.014.485-8,TORTAS,DE,LA,MANE,SPA,2025-07-24
97086,78.015.355-5,ASESORÍA,EMPRESARIAL,2025-07-24,,,
