Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78290,PROFESIONALES,D2A,,,,
78291,77.696.431-K,2025-07-24,,,,
78292,77.657.228-4,2025-07-24,,,,
78293,77.696.559-6,INNOVACION,E,2025-07-24,,
78294,77.780.143-0,2025-07-24,,,,
78295,77.658.182-8,2025-07-24,,,,
FRANCISCO,PAUT,CELIS,,,,
78296,79.955.530-1,VIQUIVAL,2025-07-24,,,
78297,77.780.334-4,2025-07-24,,,,
SERVICIOS,DIGITALES,E-,,,,
78298,76.706.314-8,2025-07-24,,,,
78299,77.697.301-7,MOLEI,SERVICIOS,SPA,2025-07-24,
