Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
51264,EVENTOS,Y,,,,
Luis,Berrios,Espinoza,y,,,
51265,76.607.812-5,2025-07-24,,,,
51266,78.010.576-3,2025-07-24,,,,
Y,SARABIA,SPA,,,,
51267,76.580.205-9,Esmeralda,2025-07-24,,,
51268,76.821.510-3,2025-07-24,,,,
51269,76.607.977-6,Importadora,Plusagro,2025-07-24,,
51270,76.529.724-9,Serpromag,SpA,2025-07-24,,
51271,76.580.429-9,BANQUETERIA,SOFIA,2025-07-24,,
51272,78.021.442-2,2025-07-24,,,,
51273,78.010.754-5,DIAGNOSTICAS,MEDICAS,2025-07-24,,
51274,76.532.564-1,2025-07-24,,,,
