Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
77.806.603-3,DISTRIBUIDORA,CLEAN,2025-07-24,,,,
80856,77.836.251-1,HERBAS,INGENIERÍA,SPA,2025-07-24,,
80857,77.819.457-0,A,Y,R,BAKER,SPA,2025-07-24
80858,77.780.471-5,2025-07-24,,,,,
80859,77.873.998-4,PALERMO,SPA,2025-07-24,,,
80860,77.819.929-7,2025-07-24,,,,,
80861,77.968.265-K,2025-07-24,,,,,
80862,77.780.522-3,2025-07-24,,,,,
80863,77.807.021-9,CONSTRUCCIONES,2025-07-24,,,,
NUEVA,ACUARELA,SPA,,,,,
80864,76.814.025-1,MCR,HIJOS,LIMITADA,2025-07-24,,
80865,9.432.535-8,-,2025-07-24,,,,
