Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
54055,Soluciones,Ambientales,,,
54056,65.058.700-6,2025-07-24,,,
54057,76.629.771-4,BANKARD,SPA,2025-07-24,
54058,76.111.514-6,2025-07-24,,,
DEL,NORTE,LIMITADA,,,
54059,76.728.602-3,PEMAR,INGENIERIA,SPA,2025-07-24
FUND,CASA,DE,LA,,
54060,65.071.920-4,2025-07-24,,,
KA7,CONSULTORES,EN,,,
54061,76.714.588-8,COMUNICACIÓN,2025-07-24,,
54062,76.702.442-8,2025-07-24,,,
ISABEL,GOMEZ,VARGAS,,,
54063,76.729.736-K,ERLA,MARKETING,SPA.,2025-07-24
54064,78.106.463-7,INNOVA,DIGITAL,SPA,2025-07-24
