Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.038.974-9,IVMedical,2025-07-24,,,,
JOSE,ANTONIO,GUINEZ,,,,
46486,76.350.145-0,SILVA,SERVICIO,DE,2025-07-24,
ARMAZONES,Y,LENTES,,,,
46487,76.400.575-9,2025-07-24,,,,
"Bordoli,",Doren,y,Lopez,,,
46488,76.363.355-1,2025-07-24,,,,
46489,76.380.515-8,2025-07-24,,,,
46490,76.040.086-6,trancopar,Ltda,2025-07-24,,
46491,76.400.868-5,2025-07-24,,,,
46492,77.087.125-5,ANDRES,SANDOVAL,2025-07-24,,
46493,76.290.793-3,Iteam,Consulting,Limitada,2025-07-24,
46494,76.350.893-5,Mecanica,y,Reparacion,2025-07-24,
46495,76.608.184-3,2025-07-24,,,,
