Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
70704,prestaciones,medicas,onco-,,
70705,77.417.362-5,2025-07-24,,,
TKS,TECNOLOGIA,Y,,,
70706,77.335.175-9,2025-07-24,,,
70707,77.610.398-5,2025-07-24,,,
C,Y,G,INGENIERIA,Y,
70708,77.313.717-K,2025-07-24,,,
MONTAJE,ELECTRICO,SPA,,,
70709,77.455.618-4,2025-07-24,,,
70710,77.335.299-2,YESPORCIENTO,SPA,2025-07-24,
70711,77.909.186-4,UNIVERSAL,FOOD,SPA,2025-07-24
70712,77.405.629-7,CONSTRUCCION,ISCA,2025-07-24,
SOCIEDAD,MEDICA,E,,,
70713,76.882.264-6,INVERSIONES,PEREZ,Y,2025-07-24
70714,77.417.888-0,MAGNA,SOLUTIONS,SPA,2025-07-24
