Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
55046,COMERCIAL,GONZALEZ,Y,OLMOS,,
DANTE,FRANCISCO,ALESCI-,,,,
55047,76.151.348-6,2025-07-24,,,,
SPECIAL,MARKETING,E.I.R.L,,,,
CENTRO,DE,PSICOTERAPIA,,,,
55048,78.114.032-5,2025-07-24,,,,
ROSANA,VIZCARRA,MOYA,E.I.R.L.,,,
SERVICIOS,DE,LIMPIEZA,SUSANA,,,
55049,76.985.598-K,2025-07-24,,,,
CLASING,GALLARDO,E.I.R.L.,,,,
55050,76.373.028-K,MARCELO,CRISTIAN,MALUENDA,2025-07-24,
55051,78.114.151-8,COMERCIAL,TRUENO,SPA,2025-07-24,
55052,76.151.407-5,Kunstmann,Chile,SA,2025-07-24,
55053,76.767.525-9,APM,PARTNER,LIMITADA,2025-07-24,
SERVICIOS,MEDICOS,RAMIREZ,Y,,,
55054,76.986.596-9,2025-07-24,,,,
PACÍFICO,CARPAS,Y,,,,
55055,77.966.948-3,2025-07-24,,,,
SOCIEDAD,DE,SERVICIOS,,,,
55056,76.152.703-7,PROFESIONALES,LOS,MANIOS,2025-07-24,
