Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
72159,INVERSIONES,PROFILE,,,,
72160,77.477.151-4,2025-07-24,,,,
72161,77.963.748-4,VALTRIMON,SPA,2025-07-24,,
72162,77.384.123-3,2025-07-24,,,,
INGENIERIA,Y,SERVICIOS,,,,
72163,76.767.160-1,2025-07-24,,,,
MANTENCIÓN,Y,VENTA,,,,
72164,77.516.749-1,DE,EQUIPOS,ELÉCTRICOS,2025-07-24,
72165,77.659.126-2,2025-07-24,,,,
PEDRO,ROJAS,Y,,,,
72166,76.958.136-7,2025-07-24,,,,
72167,76.942.540-3,INVERSIONES,RANCO,2025-07-24,,
72168,77.501.111-4,2025-07-24,,,,
72169,77.517.606-7,2025-07-24,,,,
