Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
98704,SERVICIOS,TECNOLOGICOS,,,,,
INFORMATICOS,CHILE,SPA,,,,,
NUEVA,EMPRESA,DE,RADIO,,,,
98705,77.997.483-9,TAXIS,TURISMO,QUINTA,2025-07-24,,
98706,83.641.100-5,AGROVET,SPA,2025-07-24,,,
ESTUDIO,O,SERVICIOS,,,,,
98707,77.997.855-9,2025-07-24,,,,,
98708,77.997.866-4,UNIQUE,SPA,2025-07-24,,,
98709,77.998.344-7,CAP,&,COFF,HR,SPA,2025-07-24
98710,83.653.100-0,COMPAGNON,BERNABE,S.A.,2025-07-24,,
98711,83.719.500-4,2025-07-24,,,,,
98712,77.998.644-6,VARYUN,SPA,2025-07-24,,,
RED,DE,PREVENCIÓN,,,,,
98713,77.998.819-8,2025-07-24,,,,,
98714,83.857.900-0,GEOEXPLORACIONES,SA,2025-07-24,,,
