Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.968.260-7,DISTRIBUIDORA,ALSOL,2025-07-24,,,
57344,76.846.702-1,2025-07-24,,,,
Consultora,y,Asesoria,Montero,,,
57345,76.435.078-2,2025-07-24,,,,
57346,76.861.288-9,2025-07-24,,,,
57347,76.763.718-7,QUALITOM,PHARMA,SPA,2025-07-24,
57348,77.395.429-1,POSITANO,CONSULTORÍA,SPA,2025-07-24,
VRV,INGENIERIA,ELECTRICA,,,,
57349,76.436.125-3,2025-07-24,,,,
57350,76.764.007-2,GEPAZ,SPA,2025-07-24,,
57351,76.846.703-K,LITRASA,TRADUCTORES,2025-07-24,,
MARIO,SANITA,MERCADO,,,,
57352,76.272.188-0,2025-07-24,,,,
SERVICIOS,MEDICOS,E.I.R.L.,,,,
57353,76.036.917-9,Y,COMERCIALIZACION,2025-07-24,,
