Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,Razón,Social,,,,,
DISTRIBUIDORA,OASIS,SPA,2025-07-24,,,,
75108,CONSTRUCTORA,Y,SERVICIOS,BLITZ,SPA,2025-07-24,
75109,SOCIEDAD,PATAGONIARTE,SPA,2025-07-24,,,
75110,EVENTOS,FERNANDO,DONOSO,DAZA,E.I.R.L,2025-07-24,
75111,ZAMORANO,JARA,SPA,2025-07-24,,,
75112,DROPSCHILE,SPA,2025-07-24,,,,
77.633.981-,DULCE,SOPHIA,VALENTINA,ALEJANDRA,FERNANDEZ,FLORES,E.
75114,KOREA,IMPORT,SPA,2025-07-24,,,
75115,TRANSPORTES,CARLOS,RAFAEL,SALAZAR,GALDAME,E.I.R.L.,2025-07-24
75116,TACTICAL,GROUP,SPA,2025-07-24,,,
75117,TRANSPORTE,DE,PASAJEROS,CAPITAL,VAN,SPA,2025-07-24
75118,ORE&ROSALES,SOCIEDAD,GASTRONOMICA,SPA,2025-07-24,,
