Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,Razón,Social,,,,,
CONSTRUCTORA,BETEL,SPA,2025-07-24,,,,
75381,EMPRESAS,PINO,&,MURILLO,SPA,2025-07-24,
75382,MI,CONTADOR,PUNTO,CHILE,SPA,2025-07-24,
75383,R&O,CONSTRUCCIONES,SPA,2025-07-24,,,
75384,CONSTRUCTORA,TUKI,Y,DOMINGO,LIMITADA,2025-07-24,
75385,ECOMADERAS,SPA,2025-07-24,,,,
75386,LYNOX,SPA,2025-07-24,,,,
78.103.357-,MI,PROPIEDAD.,"ASESORÍA,",GESTIÓN,JURÍDICA,&,GEOMÁTICA
75388,RODRIGUEZ,Y,WASSERMAN,LIMITADA,2025-07-24,,
75389,SERVICIOS,DE,SALUD,INTEGRAL,REACTIVA,SALUD,2025-07-24
75390,SEBASTIÁN,ESPINOZA,MARTÍNEZ,SOCIOLOGÍA,E.I.R.L.,2025-07-24,
75391,MAFA,SPA,2025-07-24,,,,
