Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
76.310.483-4,COMERCIAL,SOLOVIDRIOS,LIMITADA,2025-07-24,,,
58037,76.809.250-8,2025-07-24,,,,,
COMERCIALIZADORA,FELMAT,SPA,,,,,
58038,76.880.927-5,VERDE,Y,RIEGO,PAISAJISMO,SPA,2025-07-24
58039,76.865.642-8,SOC,MULTIPRODUCTS,SPA,2025-07-24,,
58040,76.798.158-9,GRUPO,MISCELANEA,EIRL,2025-07-24,,
58041,77.084.748-6,SOCIEDAD,ARES,SPA,2025-07-24,,
58042,76.881.334-5,SIAM,PROTEC,SPA,2025-07-24,,
SOCIEDAD,COMERCIAL,ALTOS,DEL,,,,
58043,76.310.667-5,2025-07-24,,,,,
58044,78.876.070-1,AGUANOR,SPA,2025-07-24,,,
58045,76.066.235-6,Wua-,Wua,2025-07-24,,,
58046,76.849.020-1,CONSTRUCTORA,MTV,LIMITADA,2025-07-24,,
58047,78.053.498-2,INVERSIONES,DORALIZA,SPA,2025-07-24,,
