Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
78.011.839-3,FERREKRONT,SPA,2025-07-24,,,
85624,77.001.482-4,ANDES,LOGISTICA,SPA,2025-07-24,
85625,78.088.627-7,SERVICIOS,BARFEL,SPA,2025-07-24,
85626,77.575.524-5,2025-07-24,,,,
K,&,S,SERVICIOS,,,
85627,78.094.416-1,2025-07-24,,,,
DANIELA,CASTILLO,Y,CIA.,,,
85628,77.001.777-7,2025-07-24,,,,
SERVICIOS,REHBEIN,Y,,,,
85629,77.577.198-4,2025-07-24,,,,
BIOQX,BIOINGENIERÍA,Y,,,,
85630,78.012.523-3,PLANIFICACIÓN,2025-07-24,,,
85631,77.002.178-2,CÚBICA,SPA,2025-07-24,,
85632,77.577.608-0,TRANSPORTES,VAM,SPA,2025-07-24,
85633,78.012.561-6,INMOBILIARIOS,"""H&H""",2025-07-24,,
