Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7,Campo_8
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización,
72.150.100-0,ASOC,GREMIAL,DE,2025-07-24,,,
102395,72.151.100-6,COMUNIDAD,EUROPEA,2025-07-24,,,
Corporacion,de,Amigos,del,,,,
102396,72.210.600-8,2025-07-24,,,,,
Hospital,Roberto,del,Rio,,,,
CORP,DE,ACTORES,DE,,,,
102397,73.043.500-2,2025-07-24,,,,,
102398,73.537.700-0,2025-07-24,,,,,
DESARROLLO,SIMON,DE,,,,,
102399,74.494.300-0,ONG,Raíces,2025-07-24,,,
FUND,CENTRO,DE,,,,,
102400,74.822.900-0,EDUCACION,Y,CAP,DE,LA,2025-07-24
UNIV,CAT,DEL,NORTE,,,,
102401,75.991.560-7,Y,PESC.ARTES.Y,ACUIC.,2025-07-24,,
MATAQUITO,DE,LA,PESCA,,,,
FORESTAL,Y,CONSULTORA,,,,,
102402,76.000.236-4,2025-07-24,,,,,
HUGO,FRANCISCO,DELGADO,,,,,
102403,76.001.610-1,2025-07-24,,,,,
