Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
76.011.775-7,CONSULTORES,OTEC,2025-07-24,,,
102416,76.012.551-2,megamarket,2025-07-24,,,
COMERCIAL,E,INVERSIONES,,,,
102417,76.012.817-1,2025-07-24,,,,
EL,PINTOR,LIMITADA,,,,
102418,76.012.833-3,Supermercado,Mayorista,10,2025-07-24,
SERVICIOS,DE,INGENIERIA,,,,
102419,76.013.362-0,SANDRA,PAMELA,NUNEZ,2025-07-24,
102420,76.013.723-5,Aservi,Tools,2025-07-24,,
AMEZAGA,INGENIERIA,Y,,,,
102421,76.013.877-0,2025-07-24,,,,
GUILLERMO,FELIPE,PINO,&,,,
102422,76.014.166-6,CIA.ESTUDIO,JURIDICO,Y,2025-07-24,
CENTRO,DE,MEDIACION,LTD,,,
ABEL,DEL,CARMEN,,,,
102423,76.014.258-1,2025-07-24,,,,
SANTANA,PEREZ,EMPRESA,,,,
102424,76.014.943-8,Gestion,Inteligente,S.A.,2025-07-24,
102425,76.015.943-3,FUSION,ZERO,2025-07-24,,
