Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6
69187,TRANSPORTE,RAIPILLAN,,,
69188,76.843.532-4,2025-07-24,,,
69189,77.250.382-2,BOUTIQUE,HUERTA,SPA,2025-07-24
69190,77.229.446-8,2025-07-24,,,
69191,77.542.669-1,2025-07-24,,,
69192,77.368.200-3,2025-07-24,,,
69193,77.846.767-4,GASTRONOMICAS,RUKA,2025-07-24,
69194,77.544.792-3,INVERSIONES,JACH,2025-07-24,
69195,77.313.590-8,HISTOPATOLOGIA,2025-07-24,,
69196,77.368.845-1,STEEL-REHAB,SPA,2025-07-24,
HANSEN,Y,GOMEZ,,,
69197,77.252.706-3,2025-07-24,,,
