Campo_1,Campo_2,Campo_3,Campo_4,Campo_5,Campo_6,Campo_7
ID,RUT,Proveedor,Razón,Social,Fecha,Actualización
77.119.126-6,IMEX,CLEAN,SPA,2025-07-24,,
58967,76.935.636-3,COMERCIALIZADORA,ALPHA,SPA,2025-07-24,
58968,76.504.413-8,inprocam,ltda,2025-07-24,,
TERRANOVA,CORREDORA,DE,,,,
58969,77.119.678-0,SEGUROS,Y,ASESORIAS,GENERALES,2025-07-24
SERVICIOS,PROFESIONALES,C,Y,C,,
58970,76.898.009-8,2025-07-24,,,,
sociedad,inm.,y,de,inv.,yuricevic,y
58971,76.104.279-3,2025-07-24,,,,
58972,76.845.301-2,GAIA,FILMS,LIMITADA,2025-07-24,
58973,76.344.143-1,2025-07-24,,,,
58974,76.845.338-1,COMERCIALIZADORA,MALVY,ROJAS,2025-07-24,
58975,77.119.947-K,CONSTRUCTORA,INNOVE,SPA,2025-07-24,
SERVICIOS,MORNINGSTAR,CHILE,,,,
58976,76.105.302-7,2025-07-24,,,,
